title,rating,url
Five Trees,4.2,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkIn9vyiZqV-LtOGg0vZy8xMWMxcjY2cjZ3EAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQXcwA2gA&ved=0CCEQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQzQI
EXILES SUITES,4.8,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChoIg4qd0P7h7Y6eARoNL2cvMTFqNGRzdHc2cxAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQXcwA2gA&ved=0CDkQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQzQI
Cozy Rooms,4.9,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChoI_tCi7Z7pzLPkARoNL2cvMTFmbHY5emw4NxAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQXcwA2gA&ved=0CEgQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQzQI
Day's Inn Hotel,3.4,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChcInLCrg9qk_Y4LGgsvZy8xdmI5ZzR4bBAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQXcwA2gA&ved=0CGAQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQzQI
Blanc Boutique,3.5,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChoIs8SJ9pCZgYCjARoNL2cvMTFjNWJ0ZjB2ZxAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQXcwA2gA&ved=0CHgQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQzQI
Ascot Flats,4.3,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkIjpK0t86_voEKGg0vZy8xMWYzdHJyMHgyEAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQXcwA2gA&ved=0CIoBEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAEM0C
Sliema Hotel by ST Hotels,3.7,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChgIzP2U3P-ZtsLcARoLL2cvMXhjNjBjMzYQAQ?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQXcwA2gA&ved=0CKIBEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAEM0C
Carlton Hotel Sliema,3.7,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChgIjfTbuP7D75CMARoLL2cvMXRnZDhtaHkQAQ?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQXcwA2gA&ved=0CLoBEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAEM0C
Park Hotel,2.8,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChcI6Yar4qrM5IxNGgsvZy8xdGQ4dmYyeRAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQXcwA2gA&ved=0CM4BEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAEM0C
Sliema Chalet Hotel,3.7,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChgIqvLHv5Opuu3gARoLL2cvMXRmOGIzMzUQAQ?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQXcwA2gA&ved=0COABEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAEM0C
Alborada Apart Hotel,2.9,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChcI-eyaiJfJ1Z98GgsvZy8xdGhiZ2hxaxAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQXcwA2gA&ved=0CPgBEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAEM0C
The Diplomat Hotel,3.6,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChgIoKnozI3msYmdARoLL2cvMXRkazc4a3kQAQ?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQmcwA2gA&ved=0CAkQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQhAQ
AX Palazzo Capua,4.3,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChYI-c6G4JyM845EGgovbS8wNjRuMGRxEAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQmcwA2gA&ved=0CBsQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQhAQ
Europa Hotel Malta,3.4,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChcIwLDe9JOWuMtDGgsvZy8xdGdnZDFzMxAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQmcwA2gA&ved=0CDEQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQhAQ
Windsor Hotel,2.6,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChgIqr_k7JK97v2yARoLL2cvMXRmMTd6d2oQAQ?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQmcwA2gA&ved=0CEMQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQhAQ
Depiro Point,4.2,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChgIj6nrlamm_N91GgwvZy8xcHAydF8zODIQAQ?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQmcwA2gA&ved=0CFkQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQhAQ
O’Clock Bed and Breakfast,4.6,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChoIi5CqyaLsrpbGARoNL2cvMTFmal9qYjRjORAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQmcwA2gA&ved=0CG0QyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQhAQ
Granny's Inn Hostel,4.4,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChcIze3ghuT659hBGgsvZy8xdmJfcjFmcxAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQmcwA2gA&ved=0CIMBEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAEIQE
IPrime Suites,4.1,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkI8sy65duW2e1BGg0vZy8xMWY1bGdfZ182EAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQmcwA2gA&ved=0CJUBEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAEIQE
New Tower Palace Hotel,3.9,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChgI3YK2xc-Q6NaeARoLL2cvMXdka3pjMncQAQ?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQmcwA2gA&ved=0CKsBEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAEIQE
Hacienda Holiday Apartments,4.7,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkIjffkqJXWo_08Gg0vZy8xMWR6NXEzemQwEAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQmcwA2gA&ved=0CL0BEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAEIQE
meditropical,4.9,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkI7c3M18jpouBRGg0vZy8xMWY4anNybTlnEAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQmcwA2gA&ved=0CM8BEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAEIQE
D Townhouse,4.7,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChoI8ZL_vfq31ubNARoNL2cvMTFjbTA4OGtfdhAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQmcwA2gA&ved=0COEBEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAEIQE
La Luna Town House,4.5,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkIgPrfp7_pi6VtGg0vZy8xMWh6eHlfazI0EAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQ1EwA2gA&ved=0CAkQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQvQU
Astra Hotel,3.3,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChcIzou2gqX7rsxHGgsvZy8xdGQzYnl3NhAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQ1EwA2gA&ved=0CBoQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQvQU
Nautilus Boutique Townhouse,4.4,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChoIjY6zmo7iq6rgARoNL2cvMTFoM2RoOXI4eBAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDQ1EwA2gA&ved=0CCwQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQvQU
